-6.52416	-0.54368	1000.0	-0.877659	-0.07313825	7.545	-0.877659	-0.07313825	7.545	-0.877659	-0.07313825	7.545	-9.0	-1.75429	-0.205945	-2.19863	-2.24966	-2.08783	-4.46447	-8.13003	-10.7897	-20.7533	-25.7982	10.9989	-17.0	4.0	0.0	0.9938889	-6.48429	0.0	-0.0	0.001016422	18.032	0.0015527951	0.9444444	3.0	0.132	0.132	147.0	0.0	0.0	0.0	0.0	55.0	0.37414965	0.0	0.0	
-12.9654	-0.43218	1000.0	-5.99625	-0.19987501	31.5546	-4.34667	-0.14488901	12.2087	-4.34667	-0.14488901	12.2087	-6.0	-4.82063	-0.510826	-1.29756	-4.51063	-0.199729	-1.48023	-18.5837	-22.7299	-26.1998	-38.6772	18.998	-34.0	3.0	0.0	1.4393429	-18.661655	0.18077143	-2.3437738	0.0010030264	35.134	9.392611E-4	0.7714286	3.0	0.015	0.015	789.0	0.0	0.0	0.0	0.0	323.0	0.40937895	0.0	0.0	
-13.6378	-0.47026896	1000.0	-9.70792	-0.33475587	87.4146	-8.67873	-0.29926655	54.4183	-8.67873	-0.29926655	54.4183	0.0	-7.61638	0.0	0.0	-6.34237	0.0	0.0	-18.9222	-30.6742	-17.8248	-34.1423	16.9982	-32.0	3.0	0.0	1.2317575	-16.798464	0.0044375	-0.06051774	0.0010033534	33.154	0.0010858418	0.8484849	1.0	0.47	0.47	692.0	0.0	0.0	0.0	0.0	332.0	0.47976878	0.0	0.0	
-10.8505	-0.41732693	1000.0	-2.62274	-0.10087462	20.482	-1.31181	-0.050454233	4.52796	-1.31181	-0.050454233	4.52796	-4.0	-4.62071	-0.188053	-1.9327	-4.10757	-1.63003	-1.32839	-11.0632	-32.7971	-17.1349	-49.4419	16.9982	-26.0	3.0	0.0	1.1286297	-12.246197	0.0	-0.0	0.0010065421	26.263	0.0014088261	0.8888889	0.0	0.0	0.0	885.0	0.0	0.0	0.0	0.0	383.0	0.43276837	0.0	0.0	
-15.3863	-0.5128767	1000.0	-4.94571	-0.164857	17.2356	-6.73498	-0.22449933	48.2776	-6.73498	-0.22449933	48.2776	-8.0	-4.76962	-1.08453	-2.91501	-5.32291	-1.51175	-3.31533	-37.9305	-42.1036	-21.0059	-41.0544	21.9977	-32.0	3.0	0.0	1.0986061	-16.903482	0.07559375	-1.1631081	0.0010043973	32.276	0.0012702937	0.90909094	2.0	0.05	0.05	655.0	0.0	0.0	0.0	0.0	240.0	0.36641222	0.0	0.0	
-109.757	-6.4562945	1000.0	-2.88736	-0.16984472	27.7766	-1.70679	-0.10039941	7.13505	-1.70679	-0.10039941	7.13505	-4.0	-3.14537	-0.0641727	-2.46161	-3.75699	-1.86774	-1.38679	-8.63278	-9.92436	-20.2632	-21.682	14.9984	-20.0	3.0	0.1764706	0.99114287	-108.784874	0.012736842	-1.3979576	0.0010008819	20.77	0.0015406837	0.95238096	3.0	0.098	0.098	80.0	0.0	0.0	0.0	0.0	18.0	0.225	0.0	0.0	
-10.2519	-0.44573477	1000.0	-8.12522	-0.35327044	22.6049	-5.41537	-0.23545086	12.108	-5.41537	-0.23545086	12.108	0.0	-2.79888	0.0	0.0	-3.83055	0.0	0.0	-21.1352	-27.8322	-14.3777	-26.3861	11.9988	-23.0	3.0	0.0	1.6566666	-16.98398	0.0	-0.0	0.0010045639	24.32	0.0013569079	0.75	3.0	0.323	0.323	1719.0	0.0	0.0	0.0	0.0	868.0	0.50494474	0.0	0.0	
-13.5135	-0.54054	1000.0	-4.04434	-0.1617736	22.2902	-3.04686	-0.1218744	10.3662	-3.04686	-0.1218744	10.3662	0.0	-5.54041	0.0	0.0	-5.44744	0.0	0.0	-34.3	-33.3785	-32.3567	-47.7735	15.9983	-29.0	3.0	0.0	1.1835333	-15.993678	0.03056	-0.41297257	0.0010031268	27.552	0.0014880953	0.8	4.0	0.163	0.163	688.0	0.0	0.0	0.0	0.0	271.0	0.39389536	0.0	0.0	
-7.8061	-0.37171903	1000.0	-7.99248	-0.38059428	99.5679	-6.80469	-0.32403284	50.2541	-6.80469	-0.32403284	50.2541	0.0	-3.48582	0.0	0.0	-3.52017	0.0	0.0	-16.4876	-21.2174	-11.8808	-29.0439	11.9988	-21.0	3.0	0.0	1.119591	-8.739639	0.0	-0.0	0.001006735	21.609	0.0012957564	0.90909094	1.0	0.076	0.076	787.0	0.0	0.0	0.0	0.0	343.0	0.43583226	0.0	0.0	
-14.9295	-0.46654686	1000.0	-6.90107	-0.21565844	53.1211	-5.48538	-0.17141813	23.515	-5.48538	-0.17141813	23.515	0.0	-4.9364	0.0	0.0	-3.22847	0.0	0.0	-36.4194	-53.0324	-22.0719	-39.2836	15.9983	-30.0	3.0	0.0	1.2323226	-18.397959	0.012580645	-0.18782274	0.0010029714	30.837	0.0012647145	0.83870965	3.0	0.165	0.165	686.0	0.0	0.0	0.0	0.0	326.0	0.47521865	0.0	0.0	
