13.0	17.0	0.7647059	1.3076923	0.30769232	5.4615383	-33.1599	233.649	355.435	-32.8572	66.8957	85.6592	1.0625	347.76923	216.53847	148.07692	76.46154	6.8461537	-3.46108064E8	7.5856736E7	2.80225664E8	1.54923328E8	1.69126E7	0.019463036	0.011407716	0.008476771	0.005801796	0.0019910743	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8333333	0.09090909	0.09090909	0.0	0.27272728	1.0	0.8333333	0.45454547	584532.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7692308	0.5294118	1.4529914	-17.2718	9.11049	0.46153846	0.15384616	0.3529412	0.11764706	1.3076923	1.3076924	0.0
31.0	35.0	0.8857143	1.1290323	0.12903225	4.290323	-71.5909	172.67	203.884	-64.2627	60.9642	68.561	1.3461539	820.74194	542.6129	400.51614	228.54839	12.129032	-2.03558384E8	2.18500592E8	3.5655696E8	2.06586496E8	1.8339768E7	0.01928245	0.012652172	0.009981891	0.006472845	0.0019181356	0.0	0.0	0.0	1.0	0.033333335	0.033333335	0.033333335	0.8	0.06896552	0.0	0.03448276	0.3448276	1.0	0.8965517	0.44827586	643229.44	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.028571429	0.032258064	0.028571429	0.0	0.12903225	0.14285715	0.9032257	0.58064514	0.4857143	1.1954459	-31.8054	7.64685	0.3548387	0.09677419	0.31428573	0.114285715	1.1290321	0.84677416	0.0
30.0	32.0	0.9375	1.0666667	0.06666667	5.3333335	-72.0265	210.589	251.701	-69.2512	125.464	145.915	1.1428572	796.06665	527.7	394.56668	227.66667	12.033334	9.3836112E7	2.08495936E8	2.60188608E8	1.48212688E8	1.0188729E7	0.034808017	0.018618917	0.013906779	0.007581582	9.524312E-4	0.0	0.0	0.06666667	0.93333334	0.03448276	0.06896552	0.03448276	0.6896552	0.035714287	0.0	0.071428575	0.25	1.0	0.82758623	0.35714287	391977.94	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.03125	0.0	0.0	0.0	0.13333334	0.125	1.0666667	0.5	0.375	1.3333334	-60.6885	27.859	0.26666668	0.1	0.21875	0.09375	1.2190477	1.0666667	0.0
27.0	25.0	1.08	0.9259259	0.074074075	4.0740743	-63.1549	180.107	218.308	-48.2981	72.0477	85.4919	1.1363636	1397.5927	962.62964	726.6667	423.1111	17.25926	6.7048988E7	5.5495206E8	4.02132256E8	2.36830576E8	2.1084162E7	0.038118046	0.0246697	0.01807833	0.011658405	0.005426866	0.0	0.0	0.037037037	0.962963	0.0	0.03846154	0.03846154	0.8076923	0.08	0.04	0.0	0.36	1.0	0.88461536	0.48	735066.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037037	0.04	0.92592597	0.4814815	0.36	1.3374485	-43.9953	21.5374	0.2962963	0.11111111	0.2	0.08	1.4814814	1.388889	0.0
31.0	32.0	0.96875	1.032258	0.032258064	4.451613	-88.9632	602.7	740.939	-68.1633	116.293	134.928	1.1034483	1168.7742	765.3871	577.3226	344.4516	15.806452	-1.3331793E7	3.538728E8	2.64861248E8	1.65973856E8	1.5039869E7	0.02360403	0.014732756	0.011249332	0.007486504	0.0023094034	0.0	0.0	0.032258064	0.9677419	0.033333335	0.0	0.0	0.76666665	0.03448276	0.0	0.03448276	0.27586207	1.0	0.79310346	0.3448276	476985.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.06451613	0.0625	0.0	0.16129032	0.15625	1.032258	0.38709676	0.375	1.032258	-68.7795	39.7671	0.22580644	0.09677419	0.28125	0.03125	0.80286735	3.096774	0.0
18.0	19.0	0.94736844	1.0555556	0.055555556	4.5555553	-61.5187	2616.39	4156.66	-49.8314	310.15	419.476	1.0	645.2778	381.6111	260.5	127.72222	9.722222	2.2933016E8	2.91563392E8	2.06569168E8	1.15472184E8	1.1322142E7	0.02358072	0.01234955	0.010224473	0.008214448	0.0051356507	0.0	0.0	0.055555556	0.8888889	0.05882353	0.05882353	0.05882353	0.47058824	0.0625	0.125	0.0	0.0	0.9444444	0.64705884	0.1875	477195.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055555556	0.05263158	1.0555556	0.6666667	0.21052632	3.1666667	-29.6365	19.4331	0.44444445	0.11111111	0.15789473	0.05263158	2.814815	2.1111112	0.0
24.0	23.0	1.0434783	0.9583333	0.041666668	4.2083335	-62.165	306.62	389.233	-54.6574	189.406	237.909	1.3529412	1221.9584	839.375	654.75	408.54166	19.375	-1.00853608E8	6.3055366E8	4.69130784E8	2.93846784E8	2.7617294E7	0.05360484	0.030256936	0.023064045	0.01906599	0.001999394	0.0	0.0	0.041666668	0.9583333	0.0	0.0	0.0	0.82608694	0.045454547	0.045454547	0.0	0.4090909	1.0	0.82608694	0.5	871231.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.16666667	0.17391305	0.9583334	0.41666666	0.4347826	0.9583333	-37.3534	21.58	0.20833333	0.083333336	0.26086956	0.08695652	0.7986111	0.9583334	0.0
26.0	25.0	1.04	0.96153843	0.03846154	4.1153846	-60.4656	173.567	211.642	-49.1478	77.6786	92.4513	1.25	1616.3077	1082.4615	795.0769	446.30768	17.076923	-3.6974592E8	4.0208128E8	5.26276896E8	2.94914112E8	2.0953216E7	0.022342334	0.0119957775	0.007987695	0.004178387	4.5621223E-4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.92	0.041666668	0.125	0.16666667	0.375	1.0	0.92	0.7083333	761959.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.07692308	0.08	0.9615385	0.5	0.36	1.3888888	-51.4414	45.6459	0.115384616	0.1923077	0.16	0.08	0.72115386	2.4038463	0.0
22.0	20.0	1.1	0.90909094	0.09090909	4.0	-40.7206	58.947	70.9475	-40.053	80.7769	100.612	1.1111112	982.36365	607.0455	450.68182	270.86365	15.909091	-1.75271424E8	5.00251168E8	3.6441792E8	2.28769344E8	2.478697E7	0.016591074	0.008632296	0.0058289394	0.0033501333	7.265625E-4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.15	0.05	0.55	1.0	1.0	0.75	800502.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.13636364	0.15	0.9090909	0.45454547	0.35	1.2987014	-34.1157	20.5183	0.27272728	0.18181819	0.2	0.05	1.3636364	3.6363637	0.0
33.0	31.0	1.0645162	0.93939394	0.060606062	4.181818	-75.057	161.272	188.128	-68.3096	136.357	159.785	1.1923077	883.69696	525.9394	356.9394	178.63637	12.272727	1.07923608E8	2.64089296E8	2.74400384E8	1.49088496E8	1.3365376E7	0.03043023	0.016439162	0.013181231	0.007891364	2.265277E-4	0.0	0.0	0.030303031	0.969697	0.03125	0.0	0.125	0.78125	0.06451613	0.032258064	0.09677419	0.32258064	1.0	0.9375	0.516129	515474.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.060606062	0.06451613	0.939394	0.4848485	0.38709676	1.2525253	-71.1484	41.4009	0.24242425	0.18181819	0.12903225	0.19354838	1.878788	0.939394	0.0
