73.74	13.0	17.0	0.30769232	5.4615383	-33.1599	233.649	355.435	-32.8572	66.8957	85.6592	347.76923	76.46154	-3.46108064E8	1.69126E7	0.019463036	0.005801796	0.0019910743	0.0	0.0	0.0	0.8333333	0.0
60.6	31.0	35.0	0.12903225	4.290323	-71.5909	172.67	203.884	-64.2627	60.9642	68.561	820.74194	228.54839	-2.03558384E8	1.8339768E7	0.01928245	0.006472845	0.0019181356	0.0	0.0	0.033333335	0.8965517	0.14285715
51.1	30.0	32.0	0.06666667	5.3333335	-72.0265	210.589	251.701	-69.2512	125.464	145.915	796.06665	227.66667	9.3836112E7	1.0188729E7	0.034808017	0.007581582	9.524312E-4	0.0	0.06666667	0.06896552	0.82758623	0.125
100	27.0	25.0	0.074074075	4.0740743	-63.1549	180.107	218.308	-48.2981	72.0477	85.4919	1397.5927	423.1111	6.7048988E7	2.1084162E7	0.038118046	0.011658405	0.005426866	0.0	0.037037037	0.03846154	0.88461536	0.04
68.5	31.0	32.0	0.032258064	4.451613	-88.9632	602.7	740.939	-68.1633	116.293	134.928	1168.7742	344.4516	-1.3331793E7	1.5039869E7	0.02360403	0.007486504	0.0023094034	0.0	0.032258064	0.0	0.79310346	0.15625
51.16	18.0	19.0	0.055555556	4.5555553	-61.5187	2616.39	4156.66	-49.8314	310.15	419.476	645.2778	127.72222	2.2933016E8	1.1322142E7	0.02358072	0.008214448	0.0051356507	0.0	0.055555556	0.05882353	0.64705884	0.05263158
56.92	24.0	23.0	0.041666668	4.2083335	-62.165	306.62	389.233	-54.6574	189.406	237.909	1221.9584	408.54166	-1.00853608E8	2.7617294E7	0.05360484	0.01906599	0.001999394	0.0	0.041666668	0.0	0.82608694	0.17391305
48.06	26.0	25.0	0.03846154	4.1153846	-60.4656	173.567	211.642	-49.1478	77.6786	92.4513	1616.3077	446.30768	-3.6974592E8	2.0953216E7	0.022342334	0.004178387	4.5621223E-4	0.0	0.0	0.0	0.92	0.08
81.68	22.0	20.0	0.09090909	4.0	-40.7206	58.947	70.9475	-40.053	80.7769	100.612	982.36365	270.86365	-1.75271424E8	2.478697E7	0.016591074	0.0033501333	7.265625E-4	0.0	0.0	0.0	1.0	0.15
52.33	33.0	31.0	0.060606062	4.181818	-75.057	161.272	188.128	-68.3096	136.357	159.785	883.69696	178.63637	1.07923608E8	1.3365376E7	0.03043023	0.007891364	2.265277E-4	0.0	0.030303031	0.0	0.9375	0.06451613
33.24	25.0	25.0	0.0	4.24	-51.3567	94.4617	113.309	-50.6829	88.9906	106.492	1357.28	356.72	-3.678738E7	1.1826943E7	0.031375013	0.004869239	4.637587E-4	0.0	0.0	0.041666668	1.0	0.08
67.42	32.0	34.0	0.0625	3.6875	-84.0007	351.137	421.719	-66.6459	80.1991	91.2377	988.21875	291.4375	-3.0301906E7	1.5481136E7	0.055342615	0.010982648	9.0315985E-4	0.0	0.09375	0.032258064	0.83870965	0.1764706
