1.300000000000000000e+01,1.700000000000000000e+01,5.461538461540000000e+00,-2.675080000000000169e+01,-3.383930000000000149e+01,9.411764705880000248e-01,1.000000000000000000e+00,5.692307692310000000e+00,1.538461538460000055e-01,4.382269230770000140e+05,1.666666666670000019e-01,4.747458333330000169e+05,1.818181818179999965e-01,5.179045454550000140e+05,9.230769230769999556e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,3.500000000000000000e+01,4.290322580649999828e+00,-7.015819999999999368e+01,-7.580960000000000321e+01,7.428571428569999968e-01,1.032258064519999907e+00,6.225806451609999570e+00,6.451612903230000140e-02,4.794814838710000040e+05,6.666666666670000019e-02,4.954642000000000116e+05,6.896551724140000117e-02,5.125491724139999715e+05,8.064516129030000480e-01,9.677419354840000043e-02,1.142857142859999980e-01
3.000000000000000000e+01,3.200000000000000000e+01,5.333333333329999704e+00,-7.549120000000000630e+01,-7.873510000000000275e+01,8.750000000000000000e-01,1.300000000000000044e+00,6.400000000000000355e+00,1.333333333329999870e-01,2.829445000000000000e+05,1.379310344830000090e-01,2.927012068970000255e+05,1.428571428569999913e-01,3.031548214290000033e+05,9.000000000000000222e-01,1.333333333329999870e-01,1.250000000000000000e-01
2.700000000000000000e+01,2.500000000000000000e+01,4.074074074070000329e+00,-6.231380000000000052e+01,-7.008839999999999293e+01,8.800000000000000044e-01,1.185185185189999935e+00,7.407407407410000033e+00,7.407407407409999367e-02,5.603694444440000225e+05,7.692307692310000611e-02,5.819221153850000119e+05,8.000000000000000167e-02,6.051990000000000000e+05,8.518518518519999638e-01,3.703703703700000210e-02,4.000000000000000083e-02
3.100000000000000000e+01,3.200000000000000000e+01,4.451612903230000029e+00,-8.474339999999999407e+01,-7.643640000000000612e+01,9.062500000000000000e-01,1.096774193549999943e+00,6.451612903230000029e+00,6.451612903230000140e-02,3.518239032260000240e+05,6.666666666670000019e-02,3.635513666669999948e+05,6.896551724140000117e-02,3.760876206900000107e+05,8.387096774190000437e-01,9.677419354840000043e-02,9.375000000000000000e-02
1.800000000000000000e+01,1.900000000000000000e+01,4.555555555559999803e+00,-6.157589999999999719e+01,-6.135770000000000124e+01,1.000000000000000000e+00,1.166666666670000074e+00,5.277777777779999901e+00,2.222222222219999987e-01,3.456039444440000225e+05,2.352941176470000062e-01,3.659335882349999738e+05,2.500000000000000000e-01,3.888044375000000000e+05,1.000000000000000000e+00,5.555555555560000303e-02,5.263157894739999704e-02
2.400000000000000000e+01,2.300000000000000000e+01,4.208333333329999704e+00,-5.077960000000000207e+01,-5.541989999999999839e+01,7.391304347830000010e-01,1.208333333329999926e+00,7.750000000000000000e+00,8.333333333329999426e-02,6.542546250000000000e+05,8.695652173909999838e-02,6.827004782610000111e+05,9.090909090910000157e-02,7.137323181819999591e+05,7.500000000000000000e-01,1.666666666670000019e-01,1.739130434779999901e-01
2.600000000000000000e+01,2.500000000000000000e+01,4.115384615380000000e+00,-5.900520000000000209e+01,-5.874689999999999657e+01,8.000000000000000444e-01,1.192307692310000000e+00,8.807692307690000888e+00,1.538461538460000055e-01,5.700081538459999720e+05,1.600000000000000033e-01,5.928084799999999814e+05,1.666666666670000019e-01,6.175088333329999587e+05,8.461538461540000222e-01,7.692307692310000611e-02,8.000000000000000167e-02
2.200000000000000000e+01,2.000000000000000000e+01,4.000000000000000000e+00,-3.764059999999999917e+01,-4.873530000000000229e+01,9.000000000000000222e-01,1.045454545449999939e+00,6.954545454549999839e+00,0.000000000000000000e+00,5.862000909090000205e+05,0.000000000000000000e+00,6.141143809520000359e+05,0.000000000000000000e+00,6.448200999999999767e+05,8.636363636360000484e-01,1.363636363640000071e-01,1.499999999999999944e-01
3.300000000000000000e+01,3.100000000000000000e+01,4.181818181819999758e+00,-7.753650000000000375e+01,-7.385609999999999786e+01,8.387096774190000437e-01,1.151515151519999947e+00,7.666666666670000296e+00,1.212121212120000069e-01,3.841043030300000100e+05,1.250000000000000000e-01,3.961075625000000000e+05,1.290322580649999884e-01,4.088852258060000022e+05,8.484848484850000538e-01,6.060606060609999984e-02,6.451612903230000140e-02
2.500000000000000000e+01,2.500000000000000000e+01,4.240000000000000213e+00,-5.665240000000000009e+01,-6.292840000000000344e+01,9.200000000000000400e-01,9.200000000000000400e-01,7.679999999999999716e+00,4.000000000000000222e-01,3.174574400000000023e+05,4.166666666669999741e-01,3.306848333330000169e+05,4.347826086959999947e-01,3.450624347829999751e+05,1.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
3.200000000000000000e+01,3.400000000000000000e+01,3.687500000000000000e+00,-8.649809999999999377e+01,-8.302270000000000039e+01,7.941176470590000092e-01,1.125000000000000000e+00,5.375000000000000000e+00,6.250000000000000000e-02,3.680813437500000000e+05,6.451612903230000140e-02,3.799549354840000160e+05,6.666666666670000019e-02,3.926200999999999767e+05,8.437500000000000000e-01,1.250000000000000000e-01,8.823529411760000496e-02
1.600000000000000000e+01,1.800000000000000000e+01,3.812500000000000000e+00,-3.908809999999999718e+01,-3.962960000000000349e+01,9.444444444439999975e-01,1.062500000000000000e+00,7.812500000000000000e+00,1.250000000000000000e-01,3.418368125000000000e+05,1.333333333329999870e-01,3.646259333329999936e+05,1.428571428569999913e-01,3.906706428569999989e+05,9.375000000000000000e-01,1.250000000000000000e-01,1.111111111109999994e-01
3.700000000000000000e+01,3.300000000000000000e+01,4.432432432429999736e+00,-9.469799999999999329e+01,-9.377349999999999852e+01,7.878787878790000088e-01,1.135135135140000084e+00,7.270270270270000168e+00,1.621621621619999953e-01,4.185258648650000105e+05,1.666666666670000019e-01,4.301515833330000169e+05,1.714285714290000040e-01,4.424416285710000084e+05,8.378378378380000324e-01,5.405405405409999947e-02,9.090909090910000157e-02
1.100000000000000000e+01,1.100000000000000000e+01,4.181818181819999758e+00,-3.007700000000000173e+01,-2.089689999999999870e+01,1.000000000000000000e+00,8.181818181819999758e-01,7.181818181819999758e+00,0.000000000000000000e+00,2.847940909090000205e+05,0.000000000000000000e+00,3.132735000000000000e+05,0.000000000000000000e+00,3.480816666669999831e+05,1.000000000000000000e+00,9.090909090910000157e-02,9.090909090910000157e-02
