6.023698523200000210e+01,1.500000000000000000e+01,1.600000000000000000e+01,4.066666666669999763e+00,-3.121999999999999886e+01,-3.482159999999999656e+01,8.750000000000000000e-01,2.539333333330000073e+02,7.574666666670000268e+02,0.000000000000000000e+00,1.435386666669999977e+04,0.000000000000000000e+00,1.537914285709999967e+04,0.000000000000000000e+00,1.656215384619999895e+04,8.666666666669999852e-01,1.333333333329999870e-01,1.250000000000000000e-01
2.272727272339999871e+01,1.500000000000000000e+01,1.300000000000000000e+01,6.266666666669999941e+00,-3.598160000000000025e+01,-3.827530000000000143e+01,9.230769230769999556e-01,3.090666666669999927e+02,1.375066666669999904e+03,4.000000000000000222e-01,8.691333333329999732e+03,4.285714285710000016e-01,9.312142857139999251e+03,4.615384615379999889e-01,1.002846153849999973e+04,9.333333333329999482e-01,6.666666666670000019e-02,7.692307692310000611e-02
6.023698522739999817e+01,1.800000000000000000e+01,1.500000000000000000e+01,3.388888888889999951e+00,-3.144059999999999988e+01,-2.376539999999999964e+01,8.666666666669999852e-01,3.132222222220000276e+02,1.111055555559999902e+03,3.333333333330000259e-01,1.381766666670000086e+04,3.529411764709999844e-01,1.463047058819999984e+04,3.750000000000000000e-01,1.554487500000000000e+04,9.444444444439999975e-01,1.111111111109999994e-01,1.333333333329999870e-01
4.115124977050000155e+01,3.600000000000000000e+01,3.500000000000000000e+01,5.194444444440000197e+00,-7.052129999999999654e+01,-6.363269999999999982e+01,6.857142857139999492e-01,2.605000000000000000e+02,9.780833333330000414e+02,1.666666666670000019e-01,1.300777777779999997e+04,1.714285714290000040e-01,1.337942857139999978e+04,1.764705882350000032e-01,1.377294117650000044e+04,8.611111111110000271e-01,8.333333333329999426e-02,8.571428571429999532e-02
6.111111106569999627e-14,5.000000000000000000e+00,5.000000000000000000e+00,4.200000000000000178e+00,-1.862730000000000175e+01,-1.645250000000000057e+01,1.000000000000000000e+00,2.590000000000000000e+02,1.325400000000000091e+03,0.000000000000000000e+00,9.348799999999999272e+03,0.000000000000000000e+00,1.168600000000000000e+04,0.000000000000000000e+00,1.558133333329999914e+04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.759816206899999713e+01,2.800000000000000000e+01,2.600000000000000000e+01,4.642857142859999620e+00,-7.365409999999999968e+01,-5.661070000000000135e+01,8.846153846150000000e-01,2.716071428569999853e+02,1.161607142860000067e+03,2.500000000000000000e-01,1.554778571430000011e+04,2.592592592590000078e-01,1.612362962960000004e+04,2.692307692309999778e-01,1.674376923080000051e+04,8.571428571429999810e-01,1.428571428569999913e-01,1.153846153850000000e-01
3.736726874410000221e+01,3.800000000000000000e+01,3.300000000000000000e+01,4.052631578949999813e+00,-9.251210000000000377e+01,-6.512909999999999400e+01,8.181818181819999758e-01,2.478157894740000131e+02,9.234210526320000554e+02,1.052631578950000008e-01,1.356405263159999959e+04,1.081081081080000061e-01,1.393064864859999943e+04,1.111111111109999994e-01,1.431761111109999911e+04,8.421052631580000503e-01,1.052631578950000008e-01,1.212121212120000069e-01
4.931300583249999647e+01,2.900000000000000000e+01,2.800000000000000000e+01,4.827586206900000398e+00,-9.162309999999999377e+01,-6.944419999999999504e+01,8.928571428570000190e-01,2.336206896550000067e+02,8.793448275859999512e+02,4.482758620689999973e-01,1.116465517240000008e+04,4.642857142860000175e-01,1.156339285709999967e+04,4.814814814810000065e-01,1.199166666670000086e+04,9.655172413789999686e-01,1.034482758620000054e-01,1.071428571429999949e-01
5.503607503349999774e+01,2.700000000000000000e+01,2.500000000000000000e+01,4.185185185189999935e+00,-6.060520000000000351e+01,-5.344169999999999732e+01,8.399999999999999689e-01,2.625925925930000062e+02,1.004814814810000030e+03,2.222222222219999987e-01,1.451000000000000000e+04,2.307692307689999944e-01,1.506807692309999948e+04,2.399999999999999911e-01,1.567079999999999927e+04,7.777777777779999457e-01,1.111111111109999994e-01,1.199999999999999956e-01
3.868882737189999688e+01,1.300000000000000000e+01,1.100000000000000000e+01,3.769230769230000000e+00,-3.967069999999999652e+01,-2.628300000000000125e+01,1.000000000000000000e+00,1.880000000000000000e+02,5.972307692309999538e+02,0.000000000000000000e+00,1.433076923080000051e+04,0.000000000000000000e+00,1.552500000000000000e+04,0.000000000000000000e+00,1.693636363640000127e+04,1.000000000000000000e+00,2.307692307689999944e-01,2.727272727269999808e-01
